NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
15259,경상북도 포항시 북구 흥해읍 초곡리,1758,1758,0,포항초곡화산샬레아파트,84.9684,202607,4,"18,800",-,7,개인,개인,2019,초곡지구로58번길 82,-,중개거래,경북 포항시 북구,-
15260,경상북도 포항시 북구 흥해읍 대련리,1377,1377,0,포항펜타시티한신더휴2단지,84.8561,202607,4,"39,000",-,19,개인,개인,2024,펜타시티단지로 25,-,중개거래,경북 포항시 북구,-
15261,경상북도 경주시 성건동,494,494,0,신흥빌라,84.99,202607,4,"14,000",-,3,개인,개인,1995,북성로17번길 11,-,중개거래,경북 경주시,-
15262,경기도 구리시 갈매동,651,651,0,구리갈매스타힐스,84.95,202607,4,"76,500",-,11,개인,개인,2017,산마루로 46,-,중개거래,경기 구리시,-
15263,경기도 구리시 갈매동,651,651,0,구리갈매스타힐스,74.98,202607,4,"68,000",-,3,개인,개인,2017,산마루로 46,-,중개거래,경기 구리시,-
15264,경기도 구리시 갈매동,665,665,0,갈매더샵나인힐스,84.7845,202607,4,"75,000",-,15,개인,개인,2016,갈매순환로 10,-,중개거래,경기 구리시,-
15265,경상북도 경주시 황성동,1074-2,1074,2,협성휴포레황성,101.9745,202607,4,"40,300",-,7,개인,개인,2018,유림로 21,-,중개거래,경북 경주시,-
15266,경상북도 경주시 황성동,1385,1385,0,황성베스티움프레스티지,84.9152,202607,4,"44,500",-,5,개인,개인,2024,유림로97번길 9,-,중개거래,경북 경주시,-
15267,경기도 과천시 원문동,10,10,0,과천위버필드,84.57,202607,4,"258,000",-,12,개인,개인,2021,별양로 11,-,중개거래,"경기 과천시, 경기 안양시 동안구",-
15268,경기도 과천시 원문동,4,4,0,래미안슈르,84.964,202607,4,"227,500",-,11,개인,개인,2008,별양로 12,-,중개거래,경기 과천시,-
15269,경상북도 경주시 용강동,1813,1813,0,두산위브트레지움,84.7227,202607,4,"43,000",-,5,개인,개인,2020,유림로 107,-,중개거래,경북 경주시,-
15270,경상북도 경주시 건천읍 화천리,2701,2701,0,신경주더퍼스트데시앙,59.8939,202607,4,"28,500",-,16,개인,개인,2024,경주역세권1로 47,-,중개거래,경북 경주시,-
15271,경상북도 경주시 건천읍 화천리,2696,2696,0,신경주유보라아이비파크2.0,74.4649,202607,4,"31,616",-,23,개인,법인,2024,경주역세권1로 89,-,중개거래,경북 경주시,-
15272,경기도 고양시 일산서구 주엽동,117,117,0,문촌마을16단지뉴삼익,84.02,202607,4,"60,000",-,9,개인,개인,1994,주엽로 122,-,중개거래,경기 고양시 일산서구,-
15273,경기도 고양시 일산서구 주엽동,8,8,0,문촌마을6단지기산쌍용,70.16,202607,4,"33,000",-,3,개인,개인,1994,대산로 183,-,중개거래,경기 고양시 일산서구,-
15274,경기도 고양시 일산서구 주엽동,46,46,0,강선마을4단지동신,73.98,202607,4,"40,000",-,10,개인,개인,1993,대산로 53,-,중개거래,"경기 고양시 일산서구, 경기 안양시 동안구",-
15275,경상북도 경주시 외동읍 구어리,200,200,0,벽산천마,75.3,202607,4,"7,200",-,3,개인,개인,1993,송계길 4-3,-,중개거래,울산 북구,-
15276,경상북도 김천시 신음동,394-3,394,3,현대1,59.92,202607,4,"12,500",-,3,법인,개인,1996,시청로 46,-,중개거래,경북 김천시,-
15277,경상북도 김천시 신음동,1318,1318,0,김천삼도뷰엔빌W아파트1단지,77.0185,202607,4,"28,500",-,19,개인,개인,2019,시청7길 62,-,중개거래,경북 김천시,-
15278,경기도 고양시 일산서구 일산동,954,954,0,태영(954),84.89,202607,4,"48,500",-,18,개인,개인,2002,고양대로 622,-,중개거래,"경기 고양시 일산서구, 경기 수원시 영통구",-
15279,경기도 고양시 일산서구 일산동,1086,1086,0,후곡마을(코오롱),71.316,202607,4,"39,000",-,2,개인,개인,1995,강선로 141,-,중개거래,경기 고양시 일산서구,-
15280,경기도 고양시 일산서구 일산동,1101,1101,0,후곡마을(청구),101,202607,4,"61,000",-,5,개인,개인,1994,강선로 164,-,중개거래,경기 고양시 일산서구,-
15281,경기도 고양시 일산서구 일산동,960-6,960,6,일산동문(2),84.967,202607,4,"30,500",-,4,개인,개인,1997,고양대로 620,-,중개거래,경기 고양시 일산서구,-
15282,경기도 고양시 일산서구 일산동,1090,1090,0,후곡마을(현대18),84.81,202607,4,"51,500",-,5,개인,개인,1994,일산로 487,-,중개거래,경기 고양시 일산서구,-
15283,경기도 고양시 일산서구 일산동,2148,2148,0,e편한세상일산어반스카이,70.6602,202607,4,"63,000",-,19,개인,개인,2022,고양대로 666,-,중개거래,경기 고양시 일산서구,-
15284,경상북도 김천시 율곡동,771,771,0,사랑으로부영1단지,60.4624,202607,4,"21,400",-,9,개인,개인,2016,용전로 47,-,중개거래,경북 김천시,-
15285,경기도 고양시 일산동구 풍동,532-35,532,35,성원1차,84.39,202607,4,"34,500",-,5,개인,개인,1998,고풍로 44-25,-,중개거래,경기 고양시 일산동구,-
15286,경기도 고양시 일산동구 풍동,1258,1258,0,숲속마을8단지,59.91,202607,4,"32,000",-,4,개인,개인,2006,숲속마을1로 115,-,중개거래,경기 고양시 일산동구,-
15287,경상북도 안동시 용상동,1632,1632,0,안동세영리첼,84.5537,202607,4,"32,000",-,9,개인,개인,2012,중평길 39,-,중개거래,경북 안동시,-
15288,경기도 고양시 일산동구 백석동,1237,1237,0,일산요진와이시티,84.49,202607,4,"97,000",-,38,개인,개인,2016,강송로 33,-,중개거래,경기 고양시 일산동구,-
15289,경상북도 안동시 태화동,920,920,0,안동롯데캐슬,152.38,202607,4,"56,000",-,3,개인,개인,2009,경북대로 340,-,중개거래,경북 안동시,-
15290,경기도 고양시 일산동구 마두동,806,806,0,강촌마을(한양6),35.1,202607,4,"18,000",-,1,개인,개인,1998,중앙로 1130,-,중개거래,경기 고양시 일산동구,-
15291,경기도 고양시 일산동구 장항동,1761,1761,0,킨텍스원시티2블럭,84.654,202607,4,"119,000",-,4,개인,개인,2019,월드고양로 19,-,중개거래,"경기 고양시 일산동구, 경기 고양시 일산서구",-
15292,경기도 고양시 일산동구 장항동,1761,1761,0,킨텍스원시티2블럭,84.654,202607,4,"119,000",-,4,개인,개인,2019,월드고양로 19,20260709,중개거래,"경기 고양시 일산동구, 경기 고양시 일산서구",-
15293,경상북도 안동시 옥동,920-4,920,4,안동옥동호반베르디움,84.9609,202607,4,"42,000",-,5,개인,개인,2014,옥서1길 70,-,중개거래,경북 안동시,-
15294,경기도 고양시 일산동구 중산동,1841,1841,0,일산센트럴아이파크,59.9703,202607,4,"56,000",-,18,개인,개인,2018,중산로 70,-,중개거래,경기 고양시 일산동구,-
15295,경기도 고양시 일산동구 중산동,1800,1800,0,하늘마을 5단지,84.69,202607,4,"43,300",-,12,개인,개인,2007,하늘마을1로 25,-,중개거래,경기 고양시 일산동구,-
15296,경기도 고양시 일산동구 식사동,1565,1565,0,위시티블루밍5단지,123.23,202607,4,"67,000",-,26,개인,개인,2010,위시티1로 7,-,중개거래,경기 고양시 일산동구,-
15297,경상북도 구미시 도량동,88,88,0,주공3,41.85,202607,4,"3,100",-,10,개인,개인,1993,송동로 147,-,중개거래,경북 구미시,-
15298,경기도 고양시 덕양구 향동동,557,557,0,DMC호반베르디움더포레3단지,84.8984,202607,4,"90,500",-,20,개인,개인,2019,향기로 25,-,중개거래,경기 고양시 덕양구,-
15299,경기도 고양시 덕양구 향동동,570,570,0,DMC리슈빌더포레스트,84.9887,202607,4,"88,000",-,14,개인,개인,2019,향기로 30,-,중개거래,경기 고양시 덕양구,-
15300,경기도 고양시 덕양구 덕은동,679,679,0,DMC한강자이더헤리티지,84.9481,202607,4,"120,000",-,9,개인,개인,2022,대덕산로 20,-,중개거래,경기 고양시 덕양구,-
15301,경기도 고양시 덕양구 덕은동,679,679,0,DMC한강자이더헤리티지,84.8288,202607,4,"110,000",-,2,개인,개인,2022,대덕산로 20,-,중개거래,경기 고양시 덕양구,-
15302,경기도 고양시 덕양구 행신동,953,953,0,햇빛주공23,39.99,202607,4,"21,000",-,5,개인,개인,1996,화신로 105,-,중개거래,경기 평택시,-
15303,경기도 고양시 덕양구 행신동,946,946,0,햇빛주공22,49.97,202607,4,"28,400",-,8,개인,개인,1996,충장로152번길 40,-,중개거래,"경기 고양시 덕양구, 경기 김포시",-
15304,경기도 고양시 덕양구 행신동,905,905,0,햇빛마을21단지,101.97,202607,4,"55,000",-,7,개인,개인,1997,화신로 170,-,중개거래,경기 고양시 덕양구,-
15305,경기도 고양시 덕양구 행신동,895,895,0,햇빛주공(18-1),65.97,202607,4,"40,800",-,4,개인,개인,1998,성신로 77,-,중개거래,경기 고양시 덕양구,-
15306,경기도 고양시 덕양구 행신동,793,793,0,소만마을9단지,43.76,202607,4,"24,700",-,3,개인,개인,1995,소만로 48,-,중개거래,경기 고양시 덕양구,-
15307,경기도 고양시 덕양구 행신동,783,783,0,소만마을(대명)7,59.04,202607,4,"34,000",-,3,개인,개인,1995,화신로 36,-,중개거래,경기 고양시 덕양구,-
15308,경기도 고양시 덕양구 행신동,773,773,0,무원마을1단지,68.98,202607,4,"45,000",-,10,개인,개인,1995,화신로 47,-,중개거래,경기 고양시 덕양구,-
15309,경기도 고양시 덕양구 행신동,938,938,0,햇빛주공(18-2),65.97,202607,4,"42,500",-,16,개인,개인,1998,중앙로558번길 57,-,중개거래,경기 고양시 덕양구,-
15310,경상북도 구미시 송정동,531,531,0,힐스테이트송정2단지,84.9904,202607,4,"39,500",-,10,개인,개인,2020,백산로5길 20,-,중개거래,경북 구미시,-
15311,경상북도 구미시 사곡동,656-9,656,9,보성2황실타운,59.99,202607,4,"11,500",107,18,개인,개인,2001,상사동로28길 11,-,중개거래,경북 구미시,26.07.15
15312,경기도 고양시 덕양구 화정동,936,936,0,은빛마을6단지,164.34,202607,4,"90,500",-,9,개인,개인,1996,화정로 27,-,중개거래,경기 고양시 덕양구,-
15313,경기도 고양시 덕양구 화정동,961,961,0,은빛마을11단지,60,202607,4,"43,000",-,5,개인,개인,1996,백양로 126,-,중개거래,경기 고양시 덕양구,-
15314,경상북도 구미시 상모동,541,541,0,구미상모한신휴플러스,59.989,202607,4,"21,800",-,21,개인,개인,2015,박정희로 76,-,중개거래,경북 구미시,-
15315,경상북도 구미시 상모동,산20-1,20,1,e편한세상구미상모트리베뉴,84.9928,202607,4,"41,000",-,17,개인,개인,2025,모로실로 32-1,-,중개거래,"경북 구미시, 대구 동구",-
15316,경기도 고양시 덕양구 화정동,1127,1127,0,옥빛마을(주공)15,59.97,202607,4,"37,000",-,9,개인,개인,1997,화신로 233,-,중개거래,경기 고양시 덕양구,-
15317,경기도 고양시 덕양구 화정동,1004,1004,0,옥빛마을14단지,60,202607,4,"37,000",-,7,개인,개인,1995,백양로 27,-,중개거래,경기 고양시 덕양구,-
15318,경기도 고양시 덕양구 화정동,948,948,0,별빛마을9단지(907동에서912동),84.93,202607,4,"59,000",-,11,개인,개인,1995,화신로 311,-,중개거래,경기 고양시 덕양구,-
15319,경기도 고양시 덕양구 화정동,952,952,0,별빛마을(부영)8(좋은집),60,202607,4,"46,500",-,11,개인,개인,1995,화신로 298,-,중개거래,경기 고양시 덕양구,-
15320,경기도 고양시 덕양구 화정동,858,858,0,달빛마을(극동),84.9,202607,4,"46,300",-,5,개인,개인,1995,화중로 219,-,중개거래,경기 고양시 덕양구,-
15321,경기도 고양시 덕양구 화정동,858,858,0,달빛마을(극동),84.9,202607,4,"46,300",-,5,개인,개인,1995,화중로 219,20260715,중개거래,경기 고양시 덕양구,-
15322,경기도 고양시 덕양구 화정동,851,851,0,달빛(라이프)2,49.95,202607,4,"27,000",-,3,개인,개인,1996,화중로 222,-,중개거래,경기 고양시 덕양구,-
15323,경상북도 구미시 오태동,764,764,0,대원가든타운1,59.795,202607,4,"4,300",-,8,개인,개인,1994,금오대로22길 29-28,-,중개거래,경북 구미시,-
15324,경기도 고양시 덕양구 화정동,851,851,0,달빛(라이프)2,49.95,202607,4,"26,800",-,5,개인,개인,1996,화중로 222,-,중개거래,"경기 고양시 덕양구, 부산 연제구",-
15325,경상북도 구미시 옥계동,540,540,0,동우대백타운,59.85,202607,4,"4,000",101,6,개인,개인,1994,흥안로 63,-,중개거래,경북 구미시,26.07.09
15326,경상북도 구미시 옥계동,919,919,0,중흥S클래스에듀힐스,84.9623,202607,4,"35,000",-,10,개인,개인,2016,해마루공원로 80,-,중개거래,경북 구미시,-
15327,경상북도 구미시 옥계동,936,936,0,구미옥계세영리첼더프라임,84.9628,202607,4,"26,000",-,9,개인,개인,2019,산호대로 955,-,중개거래,경북 구미시,-
15328,경기도 고양시 덕양구 토당동,913,913,0,대곡역두산위브1단지,84.99,202607,4,"78,000",-,4,개인,개인,2023,호수로 6,-,중개거래,경기 고양시 덕양구,-
15329,경상북도 구미시 구포동,528,528,0,성원,59.982,202607,4,"5,800",-,10,개인,개인,1998,옥계2공단로 264-11,-,중개거래,경북 구미시,-
15330,경상북도 구미시 선산읍 교리,1172,1172,0,e편한세상구미교리,59.81,202607,4,"15,500",-,11,개인,개인,2016,선산향교길 16,-,중개거래,경북 구미시,-
15331,경기도 고양시 덕양구 삼송동,311,311,0,삼송2차아이파크,84.739,202607,4,"84,500",-,3,개인,개인,2015,세솔로 73,-,중개거래,경기 고양시 덕양구,-
15332,경기도 고양시 덕양구 삼송동,306,306,0,고양삼송동원로얄듀크,84.9707,202607,4,"68,000",-,2,개인,개인,2012,세솔로 105,-,중개거래,경기 고양시 덕양구,-
15333,경기도 고양시 덕양구 지축동,951,951,0,지축나인포레,46.9,202607,4,"57,000",-,2,개인,개인,2022,오부자로 99,-,중개거래,경기 고양시 덕양구,-
15334,경상북도 구미시 고아읍 문성리,1796,1796,0,문성서희스타힐스,84.98,202607,4,"27,800",-,8,개인,개인,2018,문성로 30,-,중개거래,경북 구미시,-
15335,경기도 고양시 덕양구 성사동,730,730,0,신원당(대명5),58.68,202607,4,"32,000",-,3,개인,개인,1993,고양대로1384번길 60,-,중개거래,경기 고양시 덕양구,-
15336,경기도 고양시 덕양구 성사동,869,869,0,원당대림e-편한세상,84.86,202607,4,"60,000",-,23,개인,개인,2009,호국로 859,-,중개거래,경기 고양시 덕양구,-
15337,경상북도 구미시 산동읍 인덕리,1107,1107,0,구미중흥에스-클래스에코시티,84.9819,202607,4,"33,000",-,17,개인,개인,2017,신당인덕1로 135,-,중개거래,경북 구미시,-
15338,경기도 고양시 덕양구 도내동,983,983,0,도래울센트럴더포레,84.94,202607,4,"71,000",-,21,개인,개인,2014,도래울로 85,-,중개거래,경기 고양시 덕양구,-
15339,경기도 고양시 덕양구 도내동,983,983,0,도래울센트럴더포레,74.98,202607,4,"63,000",-,20,개인,개인,2014,도래울로 85,-,중개거래,경기 고양시 덕양구,-
15340,경기도 고양시 덕양구 도내동,1011,1011,0,도래울센트럴파크(CentralPark),59.74,202607,4,"67,000",-,7,개인,개인,2013,도래울3로 33,-,중개거래,경기 고양시 덕양구,-
15341,경기도 고양시 덕양구 원흥동,670,670,0,삼송리슈빌센트럴파크,84.9993,202607,4,"75,500",-,9,개인,개인,2012,동세로 125,-,중개거래,경기 고양시 덕양구,-
15342,경기도 고양시 덕양구 신원동,595,595,0,고양삼송동일스위트파크뷰7(1차),66.0346,202607,4,"58,500",-,27,개인,개인,2017,신원2로 50,-,중개거래,경기 고양시 덕양구,-
15343,경기도 고양시 덕양구 신원동,609,609,0,신원마을1단지우남퍼스트빌,64.9773,202607,4,"57,000",-,22,개인,개인,2015,통일로 374,20260709,중개거래,경기 고양시 덕양구,-
15344,경상북도 영주시 가흥동,2057,2057,0,영주가흥더리브스위트엠,84.9394,202607,4,"43,550",-,8,개인,개인,2021,대학로 324,-,중개거래,경북 영주시,-
15345,경상북도 영천시 망정동,129,129,0,영천망정1주공,49.96,202607,4,"7,000",-,13,개인,개인,1997,동부로 40,-,중개거래,경북 영천시,-
15346,경상북도 영천시 망정동,129,129,0,영천망정1주공,49.96,202607,4,"6,300",103,1,개인,개인,1997,동부로 40,-,중개거래,경북 영천시,26.07.07
15347,경상북도 영천시 망정동,462-2,462,2,창신영천타운,59.34,202607,4,"9,900",109,12,개인,개인,1997,창신1길 12,-,중개거래,경북 영천시,26.07.10
15348,경상북도 영천시 망정동,309-2,309,2,보성스타팰리스,59.98,202607,4,"14,900",-,5,개인,개인,2014,망정1길 138,-,중개거래,경북 영천시,-
15349,경상북도 영천시 야사동,350-1,350,1,청구타운1차단지,84.93,202607,4,"9,350",-,1,개인,개인,1992,모란1길 18,-,중개거래,경북 영천시,-
15350,경상북도 영천시 완산동,1436,1436,0,e편한세상센텀스타시티영천1블럭,84.7086,202607,4,"33,100",-,2,개인,개인,2021,완산9길 15,-,중개거래,경북 영천시,-
15351,경기도 안산시 단원구 초지동,736,736,0,그린빌15(해맑음마을),49.98,202607,4,"28,500",-,9,개인,개인,2002,초지2로 41,-,중개거래,경기 안산시 단원구,-
15352,경기도 안산시 단원구 초지동,731,731,0,호수마을풍림,84.96,202607,4,"51,200",-,3,개인,개인,2000,광덕1로 80,-,중개거래,경기 안산시 단원구,-
15353,경기도 안산시 단원구 초지동,741,741,0,서해그랑블,100.994,202607,4,"45,500",-,14,개인,개인,2004,초지1로 78,-,중개거래,경기 안산시 단원구,-
15354,경상북도 상주시 무양동,281-4,281,4,무양동대림다미아S,24.5689,202607,4,"8,300",-,6,개인,개인,2014,삼백로 88,-,중개거래,경북 상주시,-
15355,경기도 안산시 단원구 고잔동,676-2,676,2,주공6,39.72,202607,4,"38,000",-,3,개인,개인,1986,예술대학로 105,-,중개거래,경기 안산시 단원구,-
15356,경기도 안산시 단원구 고잔동,675,675,0,주공5,46.74,202607,4,"58,000",-,4,개인,개인,1986,당곡1로 9,-,중개거래,경기 안산시 단원구,-
15357,경상북도 경산시 옥곡동,Jan-85,85,1,성암산신동아파밀리에,106.414,202607,4,"26,000",-,11,개인,개인,2009,장산로4길 10,-,중개거래,경북 경산시,-
15358,경상북도 경산시 옥산동,885,885,0,창신성암타운,53.82,202607,4,"7,550",-,10,개인,개인,1993,삼성현로31길 12,-,중개거래,경북 경산시,-
15359,경상북도 경산시 중산동,655,655,0,펜타힐즈더샵2차,77.968,202607,4,"43,000",-,2,개인,개인,2018,펜타힐즈2로 40,-,중개거래,경북 경산시,-
15360,경상북도 경산시 중산동,663,663,0,펜타힐즈푸르지오,106.3379,202607,4,"59,000",-,21,개인,개인,2019,펜타힐즈2로 20,-,중개거래,경북 경산시,-
15361,경기도 안산시 상록구 월피동,446,446,0,주공3,59.15,202607,4,"43,700",-,4,개인,개인,1995,안산천동로1길 10,-,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",-
15362,경상북도 경산시 정평동,123,123,0,한솔1차,84.97,202607,4,"22,300",-,7,개인,개인,1997,대학로9길 34,-,중개거래,대구 수성구,-
15363,경기도 안산시 상록구 성포동,591,591,0,주공11,58.14,202607,4,"35,000",-,10,개인,개인,1995,충장로 533,-,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",-
15364,경상북도 경산시 대평동,428-1,428,1,대평그린빌,51.88,202607,4,"15,000",-,9,개인,개인,2004,경안로69길 12,-,중개거래,경북 경산시,-
15365,경기도 안산시 상록구 사동,1506,1506,0,본오,42.51,202607,4,"13,800",-,9,개인,개인,1992,선진로 108,-,중개거래,경기 안산시 상록구,-
15366,경기도 안산시 상록구 사동,1536,1536,0,푸른마을주공5,49.99,202607,4,"28,000",-,5,개인,개인,2000,광덕4로 460,-,중개거래,경기 안산시 상록구,-
15367,경기도 안산시 상록구 사동,1639,1639,0,그랑시티자이2차,68.2995,202607,4,"56,000",-,3,개인,개인,2020,해양5로 17,-,중개거래,경기 안산시 상록구,-
15368,경기도 의정부시 장암동,37,37,0,장암1차푸르지오,84.66,202607,4,"46,500",-,16,개인,개인,2004,장곡로226번길 52,-,중개거래,경기 의정부시,-
15369,경상북도 경산시 하양읍 금락리,407-1,407,1,하양2차롯데낙천대,59.9675,202607,4,"15,900",-,8,개인,개인,2006,대학로295길 26,-,중개거래,경북 경산시,-
15370,경기도 동두천시 지행동,722-5,722,5,송내주공2단지,59.56,202607,4,"17,500",-,10,개인,개인,2004,동두천로 89,-,중개거래,경기 동두천시,-
15371,경기도 동두천시 지행동,270-3,270,3,지행주공2단지,49.79,202607,4,"10,800",-,11,개인,개인,1999,평화로 2316-13,-,중개거래,경기 양주시,-
15372,경기도 동두천시 송내동,665-3,665,3,송내주공4단지,59.92,202607,4,"14,500",-,3,개인,개인,2003,동두천로 63,-,중개거래,경기 동두천시,-
15373,경기도 평택시 현덕면 화양리,779,779,0,한화포레나평택화양,99.9952,202607,4,"49,700",-,16,개인,개인,2025,화양용비로 38,-,중개거래,경기 평택시,-
15374,경상북도 청도군 청도읍 고수리,925,925,0,청도행복마을아파트,76.4035,202607,4,"19,000",-,6,개인,개인,2017,고수산복길 140,-,중개거래,경북 청도군,-
15375,경상북도 청도군 청도읍 고수리,656,656,0,성조타운(101동),59.79,202607,4,"6,000",-,6,개인,개인,1995,고수뒷길 74-16,-,중개거래,경북 청도군,-
15376,경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채시그니처,59.949,202607,4,"29,800",-,17,개인,개인,2021,효덕새싹길 55,-,중개거래,경기 평택시,-
15377,경상북도 칠곡군 왜관읍 왜관리,370-33,370,33,문화,63.45,202607,4,"8,400",-,13,개인,개인,1992,관문로 114-5,-,중개거래,경북 칠곡군,-
15378,경상북도 칠곡군 북삼읍 인평리,1090,1090,0,인평창신,59.93,202607,4,"4,900",101,7,개인,개인,1995,금오대로6길 9-6,-,중개거래,경북 칠곡군,26.07.09
15379,경기도 평택시 청북읍 옥길리,1094,1094,0,유승한내들,109.3464,202607,4,"25,500",-,6,개인,개인,2010,안청로1길 75,-,중개거래,경기 평택시,-
15380,경상북도 칠곡군 석적읍 중리,141,141,0,부영,49.89,202607,4,"7,200",-,5,개인,개인,2000,북중리3길 70,-,중개거래,경북 칠곡군,-
15381,경상북도 칠곡군 약목면 복성리,701,701,0,오성타워맨션,73.19,202607,4,"7,000",-,2,개인,개인,1994,복성13길 24,-,중개거래,경북 칠곡군,-
15382,경상북도 예천군 예천읍 남본리,319,319,0,예천이테크코아루,73.41,202607,4,"19,800",-,6,개인,개인,2018,양궁로 60-20,-,중개거래,경북 예천군,-
15383,경상북도 예천군 호명읍 산합리,1383,1383,0,우방아이유쉘2차,84.9428,202607,4,"22,900",-,3,개인,개인,2016,행복로 230,-,중개거래,경북 예천군,-
15384,경기도 평택시 포승읍 내기리,697,697,0,명지미래힐1단지,83.456,202607,4,"12,500",-,12,개인,개인,2004,승학동길 18,-,중개거래,경기 평택시,-
15385,경기도 평택시 안중읍 현화리,828-1,828,1,늘푸른사랑마을,59.87,202607,4,"13,000",-,9,개인,개인,1999,안현로서7길 79,-,중개거래,경기 평택시,-
15386,경기도 평택시 안중읍 현화리,828-1,828,1,늘푸른사랑마을,59.755,202607,4,"11,900",109,10,개인,개인,1999,안현로서7길 79,-,중개거래,경기 평택시,26.07.10
15387,경기도 평택시 안중읍 현화리,822-1,822,1,화현마을우림필유,84.942,202607,4,"19,900",-,12,개인,개인,2005,안현로서9길 164-20,-,중개거래,경기 평택시,-
15388,경기도 평택시 안중읍 현화리,822-1,822,1,화현마을우림필유,84.942,202607,4,"19,000",-,5,개인,개인,2005,안현로서9길 164-20,-,중개거래,경기 평택시,-
15389,경기도 평택시 안중읍 송담리,852,852,0,송담지엔하임2차,59.7031,202607,4,"22,400",-,7,개인,개인,2018,송담1로 55,-,중개거래,경기 평택시,-
15390,경기도 평택시 안중읍 송담리,851,851,0,힐스테이트송담,59.87,202607,4,"22,400",-,7,개인,개인,2016,송담1로 65,-,중개거래,경기 평택시,-
15391,경기도 평택시 팽성읍 송화리,788-1,788,1,송화지구우미이노스빌,80.9879,202607,4,"18,900",-,10,개인,개인,2005,팽성송화로 154,-,중개거래,경기 평택시,-
15392,경기도 평택시 팽성읍 송화리,788-1,788,1,송화지구우미이노스빌,84.5344,202607,4,"19,000",-,1,개인,개인,2005,팽성송화로 154,-,중개거래,경기 평택시,-
15393,경기도 평택시 고덕동,Mar-18,2618,3,힐스테이트고덕센트럴,93.1175,202607,4,"95,000",-,45,개인,개인,2024,고덕국제대로 77,-,중개거래,경기 평택시,-
15394,경기도 평택시 고덕동,Jan-01,2501,1,고덕국제신도시제일풍경채2차에듀,84.9279,202607,4,"72,000",-,21,개인,개인,2023,고덕국제8로 100,-,중개거래,경기 평택시,-
15395,경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202607,4,"34,562",-,14,개인,법인,2019,감계로 342,-,직거래,-,-
15396,경기도 평택시 고덕동,Jan-61,2461,1,고덕국제신도시아너스,59.76,202607,4,"39,500",-,17,개인,개인,2022,고덕율포1로 10,-,중개거래,경기 평택시,-
15397,경기도 평택시 고덕동,Jan-83,2683,1,고덕국제신도시리슈빌레이크파크,84.9902,202607,4,"52,000",-,7,개인,개인,2021,고덕국제6로 50,-,중개거래,경기 평택시,-
15398,경기도 평택시 죽백동,720,720,0,평택소사벌반도유보라아이비파크,84.8976,202607,4,"31,900",-,19,개인,개인,2016,비전2로 317,-,중개거래,경기 평택시,-
15399,경기도 평택시 용이동,641,641,0,e편한세상비전센터포레,84.4777,202607,4,"49,700",-,19,개인,개인,2022,용죽1로 83,-,중개거래,경기 평택시,-
15400,경기도 화성시 병점구 능동,1282,1282,0,서동탄역파크자이,76.9706,202607,4,"55,200",-,9,개인,개인,2018,서동탄로 53,-,중개거래,경기 화성시 병점구,-
15401,경기도 평택시 용이동,652,652,0,평택비전에듀포레푸르지오,84.955,202607,4,"49,500",-,22,개인,개인,2018,용죽2로 30,-,중개거래,경기 평택시,-
15402,경기도 평택시 용이동,648,648,0,평택비전푸르지오,84.952,202607,4,"39,500",-,6,개인,개인,2016,용죽1로 14,-,중개거래,경기 평택시,-
15403,경상남도 창원시 성산구 대방동,371,371,0,대동디지털황토방,84.9026,202607,4,"39,800",-,11,개인,개인,2001,창이대로881번길 8,-,중개거래,"경남 창원시 성산구, 경북 경산시",-
15404,경상남도 창원시 성산구 대방동,375,375,0,덕산타운2,59.88,202607,4,"24,000",-,7,개인,개인,1996,대암로 272,-,중개거래,경남 창원시 성산구,-
15405,경기도 평택시 합정동,가-,0,0,평택뉴비전엘크루,74.834,202607,4,"31,800",-,12,개인,개인,2021,소사7로 8,-,중개거래,경기 평택시,-
15406,경상남도 창원시 성산구 안민동,197,197,0,대동청솔,85,202607,4,"19,000",-,23,개인,개인,1999,안민로101번길 29,-,중개거래,경남 창원시 성산구,-
15407,경상남도 창원시 성산구 반지동,23,23,0,대동그린파크,84.95,202607,4,"25,300",-,3,개인,개인,1991,창원천로 292,-,중개거래,경남 창원시 성산구,-
15408,경기도 평택시 지제동,가-,0,0,지제역더샵센트럴시티,84.9264,202607,4,"78,000",-,6,개인,개인,2022,지제동삭1로 41,-,중개거래,경기 평택시,-
15409,경상남도 창원시 성산구 반림동,04월 01일,4,1,현대2차,84.78,202607,4,"55,000",-,4,개인,개인,1989,반송로 177,-,중개거래,경남 창원시 성산구,-
15410,경기도 평택시 지제동,가-,0,0,지제역더샵센트럴시티,84.9264,202607,4,"76,500",-,3,개인,개인,2022,지제동삭1로 41,-,중개거래,경기 평택시,-
15411,경기도 평택시 세교동,554,554,0,태영청솔,59.915,202607,4,"16,500",-,3,개인,개인,1996,세교공원로 65,-,중개거래,경기 평택시,-
15412,경기도 평택시 세교동,556-2,556,2,청실보성,115.371,202607,4,"32,300",-,3,개인,개인,2000,세교2로 45,-,중개거래,경기 평택시,-
